acceptedTaxonID,taxonRank,scientificName,organism_aggr,phylum,subphylum,class,order,family,subfamily,tribe,genus,species,taxa.notes,tolerance,FFG,FFG2
AEOSP2,genus,Aeolosoma sp.,segmented_worms,Annelida,NA,Clitellata,Aeolosomatida,Aeolosomatidae,NA,NA,Aeolosoma,NA,NA,8,cf,NA
AESSP,family,Aeshnidae sp.,Aeshnidae,Arthropoda,Hexapoda,Insecta,Odonata,Aeshnidae,NA,NA,NA,NA,NA,5,prd,NA
AFGSP,genus,Afghanurus sp.,Afghanurus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Heptageniidae,NA,NA,Afghanurus,NA,NA,2,scr,NA
AGASP1,subfamily,Agabinae sp.,Agabinae,Arthropoda,Hexapoda,Insecta,Coleoptera,Dytiscidae,Agabinae,NA,NA,NA,NA,5,prd,NA
AGASP3,genus,Agabus sp.,Agabus,Arthropoda,Hexapoda,Insecta,Coleoptera,Dytiscidae,Agabinae,Agabini,Agabus,NA,NA,8,prd,NA
AGASP4,genus,Agapetus sp.,Agapetus,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Agapetinae,NA,Agapetus,NA,NA,0,scr,cg
AGASP4,genus,Agapetus sp.,Agapetus,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Agapetinae,NA,Agapetus,NA,NA,0,scr,cg
AGASP4,genus,Agapetus sp.,Agapetus,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,NA,NA,Agapetus,NA,NA,0,scr,cg
AGASP5,genus,Agathon sp.,Agathon,Arthropoda,Hexapoda,Insecta,Diptera,Blephariceridae,Blepharicerinae,Blepharicerini,Agathon,NA,NA,0,scr,NA
AGNCAP,species,Agnetina capitata,Agnetina,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGNFLA,species,Agnetina flavescens,Agnetina,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGNSP,genus,Agnetina sp.,Agnetina,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Agnetina,NA,NA,2,prd,NA
AGNSP,genus,Agnetina sp.,Agnetina,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGNSP,genus,Agnetina sp.,Agnetina,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,Perlinae,Perlini,Agnetina,NA,NA,2,prd,NA
AGRSP1,genus,Agraylea sp.,Agraylea,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Hydroptilini,Agraylea,NA,NA,8,cg,ph
ALAOVI,species,Alaskaperla ovibovis,Alaskaperla,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Alaskaperla,NA,NA,1,prd,NA
ALBSP2,genus,Albia sp.,Albia,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Aturidae,NA,NA,Albia,NA,NA,5,prd,NA
ALISP,genus,Alisotrichia sp.,Alisotrichia,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Leucotrichiini,Alisotrichia,NA,NA,6,scr,NA
ALLSP14,genus,Allocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,NA,NA,Allocladius,NA,NA,6,cg,NA
ALLSP2,genus,Alloperla sp.,Alloperla,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Alloperla,NA,NA,0,cg,NA
ALLSP2,genus,Alloperla sp.,Alloperla,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,Chloroperlinae,NA,Alloperla,NA,NA,0,cg,NA
ALLSP2,genus,Alloperla sp.,Alloperla,Arthropoda,Hexapoda,Insecta,Plecoptera,Chloroperlidae,NA,NA,Alloperla,NA,NA,0,cg,NA
ALOSP,genus,Alotanypus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Coelotanypodini,Alotanypus,NA,NA,9,prd,NA
AMESP2,genus,Ameletus sp.,Ameletus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,NA,NA,0,scr,cg
AMESP2,genus,Ameletus sp.,Ameletus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,NA,NA,0,scr,cg
AMESP2,species,Ameletus sp.,Ameletus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,subnotatus,NA,0,scr,cg
AMESP2,species,Ameletus sp.,Ameletus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ameletidae,NA,NA,Ameletus,tarteri,NA,0,scr,cg
AMESP4,genus,Ametor sp.,Ametor,Arthropoda,Hexapoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilinae,Sperchopsini,Ametor,NA,NA,5,cg,prd
AMESP7,genus,Americabaetis sp.,Americabaetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Americabaetis,NA,NA,4,cg,NA
AMIASP,species,Amiocentrus aspilus,Amiocentrus,Arthropoda,Hexapoda,Insecta,Trichoptera,Brachycentridae,NA,NA,Amiocentrus,NA,NA,3,cg,NA
AMOSP1,genus,Amoenacarus sp.,Amoenacarus,Arthropoda,NA,Arachnida,Trombidiformes,Amoenacaridae,NA,NA,Amoenacarus,NA,NA,5,prd,NA
AMPAME,species,Amphichaeta americana,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Amphichaeta,americana,NA,6,cg,NA
AMPAME,species,Amphichaeta americana,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Amphichaeta,americana,NA,6,cg,NA
AMPDIS,species,Ampumixis dispar,Ampumixis,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,Elminae,Elmini,Ampumixis,NA,NA,4,cg,NA
AMPLEY,species,Amphichaeta leydigi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Amphichaeta,leydigi,NA,6,cg,NA
AMPLEY,species,Amphichaeta leydigi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Amphichaeta,leydigi,NA,6,cg,NA
AMPLEY,species,Amphichaeta leydigi,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Naidinae,NA,Amphichaeta,leydigi,NA,6,cg,NA
AMPSP1,order,Amphipoda sp.,Amphipoda,Arthropoda,Crustacea,Malacostraca,Amphipoda,NA,NA,NA,NA,NA,NA,6,cg,NA
AMPSP13,genus,Amphinemura sp.,Amphinemura,Arthropoda,Hexapoda,Insecta,Plecoptera,Nemouridae,Amphinemurinae,NA,Amphinemura,NA,NA,3,sh,NA
ANASP11,genus,Anafroptilum sp.,Anafroptilum,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Anafroptilum,NA,NA,4,cg,NA
ANASP2,genus,Anagapetus sp.,Anagapetus,Arthropoda,Hexapoda,Insecta,Trichoptera,Glossosomatidae,Glossosomatinae,Anagapetini,Anagapetus,NA,NA,0,scr,NA
ANCBIC,species,Anchytarsus bicolor,Anchytarsus,Arthropoda,Hexapoda,Insecta,Coleoptera,Ptilodactylidae,Anchytarsinae,NA,Anchytarsus,NA,NA,3,sh,NA
ANCVAR1,species,Ancyronyx variegata,Ancyronyx,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,Elminae,Ancyronychini,Ancyronyx,NA,NA,5,cg,scr
ANCVAR1,species,Ancyronyx variegata,Ancyronyx,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,Elminae,Ancyronychini,Ancyronyx,NA,NA,5,cg,scr
ANCVAR1,species,Ancyronyx variegata,Ancyronyx,Arthropoda,Hexapoda,Insecta,Coleoptera,Elmidae,NA,NA,Ancyronyx,NA,NA,5,cg,scr
ANIPYR,species,Anisocentropus pyraloides,Anisocentropus,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,NA,1,sh,NA
ANISP1,suborder,Anisoptera sp.,Anisoptera,Arthropoda,Hexapoda,Insecta,Odonata,NA,NA,NA,NA,NA,NA,6,prd,NA
ANISP2,family,Anisitsiellidae sp.,Anisitsiellidae,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Anisitsiellidae,NA,NA,NA,NA,NA,5,prd,NA
ANISP6,genus,Anisocentropus sp.,Anisocentropus,Arthropoda,Hexapoda,Insecta,Trichoptera,Calamoceratidae,Anisocentropodinae,NA,Anisocentropus,NA,NA,1,sh,NA
ANOSP12,genus,Anopheles sp.,Anopheles,Arthropoda,Hexapoda,Insecta,Diptera,Culicidae,Anophelinae,NA,Anopheles,NA,NA,8,cf,NA
ANOSP12,genus,Anopheles sp.,Anopheles,Arthropoda,Hexapoda,Insecta,Diptera,Culicidae,Anophelinae,NA,Anopheles,NA,NA,8,cf,NA
ANOSP12,genus,Anopheles sp.,Anopheles,Arthropoda,Hexapoda,Insecta,Diptera,Culicidae,NA,NA,Anopheles,NA,NA,8,cf,NA
ANTMON,species,Antocha monticola,Antocha,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,Limoniinae,Limoniini,Antocha,NA,NA,3,cg,NA
ANTSP10,genus,Anthopotamus sp.,Anthopotamus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Potamanthidae,NA,NA,Anthopotamus,NA,NA,4,cg,NA
ANTSP10,genus,Anthopotamus sp.,Anthopotamus,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Potamanthidae,NA,NA,Anthopotamus,NA,NA,4,cg,NA
ANTSP12,genus,Antillocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Antillocladius,NA,NA,6,cg,NA
ANTSP12,genus,Antillocladius sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Orthocladiinae,NA,Antillocladius,NA,NA,6,cg,NA
ANTSP9,genus,Antocha sp.,Antocha,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,Limoniinae,Limoniini,Antocha,NA,NA,3,cg,NA
ANTSP9,genus,Antocha sp.,Antocha,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,Limoniinae,Limoniini,Antocha,NA,NA,3,cg,NA
ANTSP9,genus,Antocha sp.,Antocha,Arthropoda,Hexapoda,Insecta,Diptera,Tipulidae,NA,NA,Antocha,NA,NA,3,cg,NA
ANTTUB,species,Antillopsyche tubicola,Antillopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Polycentropodidae,Polycentropodinae,NA,Antillopsyche,NA,NA,6,prd,NA
APASP2,genus,Apatania sp.,Apatania,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,Apataniinae,Apataniini,Apatania,NA,NA,3,scr,cg
APASP2,genus,Apatania sp.,Apatania,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,Apataniinae,Apataniini,Apatania,NA,NA,3,scr,cg
APASP2,genus,Apatania sp.,Apatania,Arthropoda,Hexapoda,Insecta,Trichoptera,Apataniidae,NA,NA,Apatania,NA,NA,3,scr,cg
APESP,genus,Apedilum sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Apedilum,NA,NA,6,cg,NA
APOSP3,genus,Apobaetis sp.,Apobaetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Apobaetis,NA,NA,4,cg,NA
APSSP3,genus,Apsectrotanypus sp.,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Macropelopiini,Apsectrotanypus,NA,NA,7,prd,NA
ARCGRA,species,Arctopsyche grandis,Arctopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,NA,1,prd,NA
ARCSP12,subfamily,Arctopsychinae sp.,Arctopsychinae,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,NA,NA,NA,1,prd,NA
ARCSP14,genus,Arctopsyche sp.,Arctopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydropsychidae,Arctopsychinae,NA,Arctopsyche,NA,NA,1,prd,NA
ARCWUL,species,Arctodrilus wulikensis,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Arctodrilus,NA,NA,10,cg,NA
ARGSP5,genus,Argia sp.,Argia,Arthropoda,Hexapoda,Insecta,Odonata,Coenagrionidae,NA,NA,Argia,NA,NA,6,prd,NA
ARRSP2,genus,Arrenurus sp.,Arrenurus,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Arrenuridae,NA,NA,Arrenurus,NA,NA,5,prd,NA
ASESP2,family,Asellidae sp.,Asellidae,Arthropoda,Crustacea,Malacostraca,Isopoda,Asellidae,NA,NA,NA,NA,NA,8,cg,NA
ATHSP2,genus,Atherix sp.,Atherix,Arthropoda,Hexapoda,Insecta,Diptera,Athericidae,NA,NA,Atherix,NA,NA,4,prd,NA
ATHSP2,genus,Atherix sp.,Atherix,Arthropoda,Hexapoda,Insecta,Diptera,Athericidae,NA,NA,Atherix,NA,NA,4,prd,NA
ATOTRI,species,Atopsyche trifida,Atopsyche,Arthropoda,Hexapoda,Insecta,Trichoptera,Hydrobiosidae,Hydrobiosinae,Hydrobiosini,Atopsyche,NA,NA,NA,prd,NA
ATRSP1,genus,Atrichopogon sp.,Atrichopogon,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,6,prd,NA
ATRSP3,genus,Atractides sp.,Atractides,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Hygrobatidae,NA,NA,Atractides,NA,NA,8,prd,NA
ATTSP,species,Attenella sp.,Attenella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Attenella,margarita,NA,1,cg,NA
ATTSP,genus,Attenella sp.,Attenella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Attenella,NA,NA,1,cg,NA
ATTSP,genus,Attenella sp.,Attenella,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Ephemerellidae,NA,NA,Attenella,NA,NA,1,cg,NA
ATTSP1,genus,Attaneuria sp.,Attaneuria,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Attaneuria,NA,NA,3,prd,NA
ATTSP1,genus,Attaneuria sp.,Attaneuria,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Attaneuria,NA,NA,3,prd,NA
ATUSP,family,Aturidae sp.,Aturidae,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Aturidae,NA,NA,NA,NA,NA,5,prd,NA
ATUSP1,genus,Aturus sp.,Aturus,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Aturidae,NA,NA,Aturus,NA,NA,5,prd,NA
ATUSP1,genus,Aturus sp.,Aturus,Arthropoda,Chelicerata,Arachnida,Trombidiformes,Aturidae,NA,NA,Aturus,NA,NA,5,prd,NA
ATYSP5,speciesGroup,Atylotus/Tabanus sp.,Atylotus/Tabanus,Arthropoda,Hexapoda,Insecta,Diptera,Tabanidae,Tabaninae,Tabanini,Atylotus/Tabanus,NA,NA,5,prd,NA
AULLIM,species,Aulodrilus limnobius,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,NA,NA,7,cg,NA
AULPIG,species,Aulodrilus pigueti,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,NA,NA,7,cg,NA
AULPLU,species,Aulodrilus pluriseta,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Aulodrilus,pluriseta,NA,7,cg,NA
AULPLU,species,Aulodrilus pluriseta,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,pluriseta,NA,7,cg,NA
AULPLU,species,Aulodrilus pluriseta,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,pluriseta,NA,7,cg,NA
AULSP,species,Aulodrilus sp.,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,NA,NA,Aulodrilus,americanus,NA,7,cg,NA
AULSP,species,Aulodrilus sp.,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,americanus,NA,7,cg,NA
AULSP,genus,Aulodrilus sp.,segmented_worms,Annelida,NA,Clitellata,Tubificida,Naididae,Tubificinae,NA,Aulodrilus,NA,NA,7,cg,NA
BAEALI,species,Baetis alius,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEBIC,species,Baetis bicaudatus,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEBRU,species,Baetis brunneicolor,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,brunneicolor,NA,4,cg,scr
BAEBRU,species,Baetis brunneicolor,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,brunneicolor,NA,4,cg,scr
BAEFLA,species,Baetis flavistriga,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEFOE,species,Baetis foemina,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEINT,species,Baetis intercalaris,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAENOT,species,Baetis notos,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEPIS,species,Baetis piscatoris,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,NA
BAEPLU,species,Baetis pluto,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,6,cg,NA
BAESP,family,Baetidae sp.,Baetidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,NA,NA,NA,6,cg,NA
BAESP,family,Baetidae sp.,Baetidae,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,NA,NA,NA,6,cg,NA
BAESP2,genus,Baetis sp.,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,scr
BAESP2,genus,Baetis sp.,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,4,cg,scr
BAESP3,genus,Baetisca sp.,Baetisca,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetiscidae,NA,NA,Baetisca,NA,NA,4,cg,NA
BAETRI,species,Baetis tricaudatus,Baetis,Arthropoda,Hexapoda,Insecta,Ephemeroptera,Baetidae,NA,NA,Baetis,NA,NA,6,cg,NA
BELSP,family,Belostomatidae sp.,Belostomatidae,Arthropoda,Hexapoda,Insecta,Hemiptera,Belostomatidae,NA,NA,NA,NA,NA,8,prd,NA
BELSP1,genus,Beloneuria sp.,Beloneuria,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Beloneuria,NA,NA,3,prd,NA
BELSP1,genus,Beloneuria sp.,Beloneuria,Arthropoda,Hexapoda,Insecta,Plecoptera,Perlidae,NA,NA,Beloneuria,NA,NA,3,prd,NA
BELSP2,genus,Belostoma sp.,Belostoma,Arthropoda,Hexapoda,Insecta,Hemiptera,Belastomatidae,NA,NA,Belostoma,NA,NA,9,prd,NA
BELSP2,genus,Belostoma sp.,Belostoma,Arthropoda,Hexapoda,Insecta,Hemiptera,Belostomatidae,Belostomatinae,NA,Belostoma,NA,NA,9,prd,NA
BELSP2,genus,Belostoma sp.,Belostoma,Arthropoda,Hexapoda,Insecta,Hemiptera,Belostomatidae,Belostomatinae,NA,Belostoma,NA,NA,9,prd,NA
BERSP4,genus,Berosus sp.,Berosus,Arthropoda,Hexapoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilinae,Berosini,Berosus,NA,NA,5,cg,NA
BEZSP1,speciesGroup,Bezzia/Palpomyia sp.,Bezzia,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia/Palpomyia,NA,NA,6,prd,NA
BEZSP1,speciesGroup,Bezzia/Palpomyia sp.,Bezzia,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Bezzia/Palpomyia,NA,NA,6,prd,NA
BEZSP1,speciesGroup,Bezzia/Palpomyia sp.,Bezzia,Arthropoda,Hexapoda,Insecta,Diptera,Ceratopogonidae,NA,NA,Bezzia,NA,NA,6,prd,NA
BILALG,species,Bilyjomyia algens,midges,Arthropoda,Hexapoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Bilyjomyia,NA,NA,7,prd,NA
BIOSP,genus,Biomphalaria sp.,Biomphalaria,Mollusca,NA,Gastropoda,Basommatophora,Planorbidae,NA,NA,Biomphalaria,NA,NA,6,scr,NA
BIVSP,class,Bivalvia sp.,Bivalvia,Mollusca,NA,Bivalvia,bivalves,bivalves,NA,NA,NA,NA,NA,6,cf,NA
BIVSP,class,Bivalvia sp.,Bivalvia,Mollusca,NA,Bivalvia,NA,NA,NA,NA,NA,NA,NA,6,cf,NA
BIVSP,class,Bivalvia sp.,Bivalvia,Mollusca,NA,Bivalvia,Unionoida,Margaritiferidae,NA,NA,Margaritifera,margaritifera,NA,6,cf,NA
BIVSP,species,Bivalvia sp.,Bivalvia,Mollusca,NA,Bivalvia,Unionoida,Unionidae,NA,NA,Lampsilis,radiata,NA,6,cf,NA
BLESP1,species,Blepharicera sp.,Blepharicera,Arthropoda,Hexapoda,Insecta,Diptera,Blephariceridae,Blepharicerinae,Blepharicerini,Blepharicera,macquart,NA,0,scr,NA
