siteID,date,year,startTime.UTC,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip,mon.ADD
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Ancyronyx,ANCVAR1,1,0.105,9.523809523809524,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,PHASP9,1,0.105,9.523809523809524,7,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,RHEEXI,9,0.105,85.71428571428572,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Sperchonopsis,SPESP5,2,0.207,9.66183574879227,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,STESP8,1,0.119,8.403361344537815,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Heptageniidae,HEPSP,1,0.105,9.523809523809524,3,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Empididae,EMPSP,1,0.214,4.672897196261682,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,POLSCA,9,0.207,43.47826086956522,6,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Heptageniidae,HEPSP,3,0.105,28.571428571428573,3,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,segmented_worms,NAISP,1,0.064,15.625,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,segmented_worms,NAISP,1,0.064,15.625,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Taeniopteryx,TAESP3,1,0.119,8.403361344537815,2,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,ABLSP,1,0.214,4.672897196261682,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Nyctiophylax,NYCSP,1,0.064,15.625,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,STESP10,2,0.119,16.80672268907563,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,ABLSP,21,0.207,101.44927536231884,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Sperchonopsis,SPESP5,3,0.214,14.018691588785048,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,segmented_worms,ENCSP1,2,0.105,19.047619047619047,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,THIGRO,4,0.207,19.32367149758454,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Neoporus,NEOSP39,2,0.207,9.66183574879227,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,TRIJUC,2,0.207,9.66183574879227,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Torrenticola,TORSP6,4,0.064,62.5,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,RHESP1,6,0.105,57.142857142857146,6,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Torrenticola,TORSP6,36,0.119,302.52100840336135,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Polycentropodidae,POLSP5,1,0.214,4.672897196261682,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Stenelmis,STESP6,4,0.214,18.69158878504673,5,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,CORSP19,7,0.207,33.81642512077295,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,XYLPAR,7,0.207,33.81642512077295,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Lype,LYPDIV,1,0.214,4.672897196261682,2,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,THIGRO,8,0.105,76.19047619047619,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,TANSP11,17,0.105,161.9047619047619,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Aturidae,ATUSP,5,0.207,24.154589371980677,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,RHESP4,1,0.064,15.625,0,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,segmented_worms,ENCSP1,1,0.214,4.672897196261682,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,STESP8,2,0.105,19.047619047619047,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,CORSP19,2,0.207,9.66183574879227,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Bezzia,BEZSP1,1,0.105,9.523809523809524,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,PENSP6,20,0.214,93.45794392523365,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,THIGRO,34,0.207,164.2512077294686,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Chloroperlidae,CHLSP,1,0.105,9.523809523809524,0,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Aturidae,ATUSP,7,0.119,58.82352941176471,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Stenelmis,STESP6,1,0.214,4.672897196261682,5,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Bezzia,BEZSP1,3,0.119,25.210084033613448,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,THISP2,1,0.064,15.625,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Leptophlebiidae,LEPSP4,1,0.119,8.403361344537815,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,segmented_worms,PRIJEN,1,0.214,4.672897196261682,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Leptophlebiidae,LEPSP4,4,0.207,19.32367149758454,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Maccaffertium,MACSP11,1,0.214,4.672897196261682,2,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,STEPER,3,0.105,28.571428571428573,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,THIGRO,11,0.064,171.875,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Oecetis,OECSP,1,0.064,15.625,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Clathrosperchon,CLASP9,1,0.119,8.403361344537815,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Maccaffertium,MACSP11,1,0.105,9.523809523809524,2,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Hemerodromia,HEMSP4,2,0.064,31.25,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,PSESP18,4,0.207,19.32367149758454,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Leptophlebiidae,LEPSP4,1,0.214,4.672897196261682,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Bezzia,BEZSP1,8,0.119,67.22689075630252,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Culicoides,CERSP2,1,0.214,4.672897196261682,10,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,MICPED,1,0.214,4.672897196261682,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Plecoptera,PLESP,2,0.119,16.80672268907563,2,NA,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Empididae,EMPSP,1,0.119,8.403361344537815,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Oribatida,ORISP1,4,0.105,38.095238095238095,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,TANSP11,94,0.207,454.1062801932367,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,THIGRO,16,0.214,74.76635514018692,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Stenelmis,STESP6,3,0.119,25.210084033613448,5,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,STEPER,12,0.119,100.84033613445379,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,CORSP19,1,0.119,8.403361344537815,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,XYLPAR,2,0.105,19.047619047619047,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,RHESP1,4,0.207,19.32367149758454,6,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Tipulidae,TIPSP,1,0.064,15.625,4,NA,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,2,0.207,9.66183574879227,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,2,0.207,9.66183574879227,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,ABLSP,4,0.064,62.5,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,XYLPAR,3,0.105,28.571428571428573,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,THIGRO,1,0.214,4.672897196261682,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,RHEEXI,5,0.119,42.016806722689076,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,XYLPAR,11,0.105,104.76190476190476,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Bezzia,BEZSP1,3,0.214,14.018691588785048,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,TANSP11,2,0.207,9.66183574879227,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Eurylophella,EURSP4,1,0.119,8.403361344537815,2,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Hydroptilidae,HYDSP5,1,0.119,8.403361344537815,2,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Simulium,SIMSP1,1,0.105,9.523809523809524,5,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,STESP8,6,0.105,57.142857142857146,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,THIGRO,2,0.105,19.047619047619047,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,segmented_worms,PRIJEN,4,0.214,18.69158878504673,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,UNNMUL,9,0.214,42.05607476635514,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,PENSP6,3,0.105,28.571428571428573,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,segmented_worms,PRILEI,1,0.214,4.672897196261682,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,segmented_worms,ENCSP1,1,0.105,9.523809523809524,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,XYLPAR,2,0.064,31.25,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,TANSP11,11,0.064,171.875,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Oribatida,ORISP1,20,0.214,93.45794392523365,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,RHEEXI,7,0.207,33.81642512077295,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Collembola,COLSP1,2,0.207,9.66183574879227,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,PARSP26,11,0.214,51.401869158878505,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,LUMSP2,2,0.207,9.66183574879227,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,TANSP11,1,0.214,4.672897196261682,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,TRIJUC,4,0.064,62.5,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Oecetis,OECSP,3,0.119,25.210084033613448,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Acari,ACASP1,4,0.207,19.32367149758454,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Hydropsyche,HYDSP23,1,0.105,9.523809523809524,3,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Hydropsyche,HYDSP23,1,0.105,9.523809523809524,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,TANSP11,1,0.119,8.403361344537815,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,THIGRO,19,0.119,159.6638655462185,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Torrenticola,TORSP6,16,0.214,74.76635514018692,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Hemerodromia,HEMSP4,5,0.214,23.364485981308412,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Eurylophella,EURSP4,4,0.214,18.69158878504673,2,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,STEPER,2,0.207,9.66183574879227,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,POLFAL,1,0.064,15.625,6,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,TANSP11,3,0.214,14.018691588785048,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,THISP2,27,0.214,126.16822429906543,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Hygrobates,HYGSP2,1,0.105,9.523809523809524,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Oecetis,OECSP,1,0.214,4.672897196261682,5,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,XYLPAR,2,0.207,9.66183574879227,5,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,ABLSP,2,0.207,9.66183574879227,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,7,0.207,33.81642512077295,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,7,0.207,33.81642512077295,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,RHESP1,3,0.119,25.210084033613448,6,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,Maccaffertium,MACSP11,2,0.207,9.66183574879227,2,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Sperchonopsis,SPESP5,9,0.119,75.63025210084034,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,CORSP19,8,0.119,67.22689075630252,4,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,TANSP11,58,0.119,487.3949579831933,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,PARSP26,1,0.119,8.403361344537815,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,POLSP13,11,0.119,92.43697478991596,6,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Atractides,ATRSP3,3,0.119,25.210084033613448,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,TRIJUC,1,0.064,15.625,7,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,midges,RHESP1,16,0.207,77.29468599033817,6,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,16,0.207,77.29468599033817,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,16,0.207,77.29468599033817,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Perlidae,PERSP1,1,0.105,9.523809523809524,3,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Collembola,COLSP1,1,0.119,8.403361344537815,5,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Coenagrionidae,COESP,1,0.214,4.672897196261682,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Plecoptera,PLESP,1,0.214,4.672897196261682,2,NA,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,Stenelmis,STESP6,3,0.105,28.571428571428573,5,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,4,0.207,19.32367149758454,8,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,NAISP,4,0.207,19.32367149758454,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,midges,THIGRO,46,0.119,386.5546218487395,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.5,segmented_worms,ENCSP1,4,0.207,19.32367149758454,10,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,Bezzia,BEZSP1,1,0.214,4.672897196261682,6,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,TANSP11,69,0.214,322.4299065420561,6,cf,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Sperchonopsis,SPESP5,1,0.119,8.403361344537815,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,midges,POLSCA,3,0.064,46.875,6,sh,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.3,Sperchonopsis,SPESP5,1,0.064,15.625,8,prd,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.4,midges,KRESP1,1,0.214,4.672897196261682,1,cg,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.2,Stenelmis,STESP6,1,0.119,8.403361344537815,5,scr,83.06,567.1585921270514
MAYF,2017-10-30,2017,14:53:00,run,snag,MAYF.20171030.SNAG.1,midges,CRYSP2,2,0.105,19.047619047619047,8,prd,83.06,567.1585921270514
