siteID,date,year,startTime.UTC,season,sampleTime,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,mon.precip
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Zapada,ZAPFRI,1,0.093,10.75268817,2,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,TVEBAV,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Baetis,BAEBIC,12,0.093,129.0322581,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,THISP2,3,0.093,32.25806452,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetis,BAEBIC,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,ORTSP3,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Epeorus,EPESP,77,0.093,827.9569892,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Perlodidae,PERSP2,3,0.093,32.25806452,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Hesperoperla,HESPAC,1,0.093,10.75268817,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Cinygmula,CINSP1,3,0.093,32.25806452,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Leptophlebiidae,LEPSP4,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,14,0.093,150.5376344,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,14,0.093,150.5376344,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,14,0.093,150.5376344,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,14,0.093,150.5376344,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Zaitzevia,ZAISP,1,0.093,10.75268817,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,LARSP,3,0.093,32.25806452,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,midges,STESP10,15,0.093,161.2903226,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Chloroperlidae,CHLSP,16,0.093,172.0430108,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Neophylax,NEOSP13,1,0.093,10.75268817,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Neophylax,NEOSP13,1,0.093,10.75268817,3,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Leptophlebiidae,LEPSP4,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Dolophilodes,DOLSP2,1,0.093,10.75268817,0,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Dolophilodes,DOLSP2,1,0.093,10.75268817,0,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Baetis,BAEBIC,5,0.093,53.76344086,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Chloroperlidae,CHLSP,34,0.093,365.5913978,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,KRESP1,4,0.093,43.01075269,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Leptophlebiidae,LEPSP4,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Calineuria,CALCAL,3,0.093,32.25806452,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Epeorus,EPESP,16,0.093,172.0430108,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,CRISP2,1,0.093,10.75268817,7,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Polycelis,POLSP17,3,0.093,32.25806452,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Peltoperlidae,PELSP1,3,0.093,32.25806452,0,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Lepidostoma,LEPSP20,1,0.093,10.75268817,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Epeorus,EPESP,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Zaitzevia,ZAISP,1,0.093,10.75268817,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,TVEBAV,5,0.093,53.76344086,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,midges,POLSP13,1,0.093,10.75268817,6,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,PARSP29,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Drunella,DRUSP,187,0.093,2010.752688,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Drunella,DRUSP,187,0.093,2010.752688,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Drunella,DRUSP,187,0.093,2010.752688,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Drunella,DRUSP,187,0.093,2010.752688,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Epeorus,EPESP,7,0.093,75.2688172,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Plecoptera,PLESP,2,0.093,21.50537634,2,NA,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Drunella,DRUCOL,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,24,0.093,258.0645161,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,24,0.093,258.0645161,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ameletus,AMESP2,24,0.093,258.0645161,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Chloroperlidae,CHLSP,7,0.093,75.2688172,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,midges,POLSP13,1,0.093,10.75268817,6,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Chloroperlidae,CHLSP,11,0.093,118.2795699,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,HELSP10,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Diphetor,DIPHAG,3,0.093,32.25806452,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Drunella,DRUCOL,1,0.093,10.75268817,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Epeorus,EPESP,6,0.093,64.51612903,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,segmented_worms,LUMSP2,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,CRISP6,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Baetis,BAEBIC,7,0.093,75.2688172,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,Heterlimnius,HETCOR,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Collembola,COLSP1,3,0.093,32.25806452,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,PARSP26,1,0.093,10.75268817,5,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,LARSP,1,0.093,10.75268817,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Chloroperlidae,CHLSP,13,0.093,139.7849462,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Torrenticolidae,TORSP1,1,0.093,10.75268817,5,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Nemouridae,NEMSP5,1,0.093,10.75268817,2,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Despaxia,DESAUG,1,0.093,10.75268817,0,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Cinygmula,CINSP1,2,0.093,21.50537634,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Hexatoma,HEXSP3,1,0.093,10.75268817,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Epeorus,EPESP,2,0.093,21.50537634,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Ameletus,AMESP2,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Leptophlebiidae,LEPSP4,2,0.093,21.50537634,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,Drunella,DRUSP,1,0.093,10.75268817,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUCOL,2,0.093,21.50537634,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,midges,THIGRO,1,0.093,10.75268817,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Ameletus,AMESP2,3,0.093,32.25806452,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUSP,66,0.093,709.6774194,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUSP,66,0.093,709.6774194,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUSP,66,0.093,709.6774194,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Drunella,DRUSP,66,0.093,709.6774194,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,STESP10,7,0.093,75.2688172,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,CRISP2,1,0.093,10.75268817,7,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.6,Zaitzevia,ZAISP,1,0.093,10.75268817,4,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,midges,MICRYD,1,0.093,10.75268817,4,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.8,Baetis,BAESP2,7,0.093,75.2688172,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Visoka,VISCAT,1,0.093,10.75268817,0,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,EUKGRA,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Lepidostoma,LEPSP20,3,0.093,32.25806452,1,sh,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Calineuria,CALCAL,1,0.093,10.75268817,2,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.5,midges,PARSP29,1,0.093,10.75268817,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.4,midges,PARSP29,2,0.093,21.50537634,6,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,midges,MICSP6,1,0.093,10.75268817,7,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Neoleptophlebia,NEOSP69,1,0.093,10.75268817,1,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Neoleptophlebia,NEOSP69,1,0.093,10.75268817,1,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.2,Epeorus,EPESP,6,0.093,64.51612903,0,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,midges,MICSP6,5,0.093,53.76344086,7,cf,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,midges,CORSP19,1,0.093,10.75268817,4,cg,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Cinygmula,CINSP1,1,0.093,10.75268817,2,scr,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.1,Chloroperlidae,CHLSP,3,0.093,32.25806452,0,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,pool,surber,MART.20180420.SURBER.7,Ceratopogoninae,CERSP10,3,0.093,32.25806452,6,prd,NA
MART,4/20/2018,2018,17:08:00,Spring,Spring 2018,riffle,surber,MART.20180420.SURBER.3,Chloroperlidae,CHLSP,2,0.093,21.50537634,0,prd,NA
