siteID,date,year,season,sampleTime,location,habitat,sampleID,organism_aggr,number,num_quads,startTime.UTC,benthicArea,invDens,acceptedTaxonID,tolerance,FFG,wTemp.max,wTemp.min,wTemp.mean
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,CERMOR,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,CERSP11,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,CERSP11,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,CERSPA1,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,HYDBET,7,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Hydropsyche,29,2,2018-05-29T13:56:00Z,0.5,58,HYDSP23,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Isonychia,4,2,2018-05-29T13:56:00Z,0.5,8,ISOSP6,2,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Isonychia,4,2,2018-05-29T13:56:00Z,0.5,8,ISOSP6,2,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Isonychia,4,2,2018-05-29T13:56:00Z,0.5,8,ISOSP6,2,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Lebertia,2,2,2018-05-29T13:56:00Z,0.5,4,LEBSP1,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Leucrocuta,6,2,2018-05-29T13:56:00Z,0.5,12,LEUSP7,1,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Maccaffertium,33,2,2018-05-29T13:56:00Z,0.5,66,MACSP11,2,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Maccaffertium,33,2,2018-05-29T13:56:00Z,0.5,66,MACVIC,2,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ABLSP,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,BRISP,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,CONSP5,6,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,CORSP19,4,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,EUKSP,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,HELSP10,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,LAUAGR,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,MACSP13,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,METSP4,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,MICSP5,5,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,CHISP6,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,CHISP2,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ORTSP1,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,NATSP2,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ORTSP3,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PAGSP4,1,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP23,4,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP30,10,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP24,4,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP25,4,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP26,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP34,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP33,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PHASP9,7,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,POLSP13,6,sh,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PROSP23,9,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PSESP18,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,RHESP2,6,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,SMISP3,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,STISP2,9,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,SUBSP,4,cf,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,TANSP10,10,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,THISP2,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,TOKSP,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,TRISP18,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ZAVSP,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ANTSP12,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,CHISP2,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,EINSP,9,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,GEOSP3,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,MONSP5,6,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,NATSP2,8,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,ORTSP1,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP24,4,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP32,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,PARSP36,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,RHESP,4,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,midges,2,2,2018-05-29T13:56:00Z,0.5,4,XENSP,4,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Neophylax,52,2,2018-05-29T13:56:00Z,0.5,104,NEOSP13,3,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Neophylax,52,2,2018-05-29T13:56:00Z,0.5,104,NEOSP13,3,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Perlesta,8,2,2018-05-29T13:56:00Z,0.5,16,PERSP6,4,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Perlesta,8,2,2018-05-29T13:56:00Z,0.5,16,PERSP6,4,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Psephenus,2,2,2018-05-29T13:56:00Z,0.5,4,PSESP12,4,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Psephenus,2,2,2018-05-29T13:56:00Z,0.5,4,PSESP12,4,scr,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Pycnopsyche,13,2,2018-05-29T13:56:00Z,0.5,26,PYCSP1,4,sh,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Pycnopsyche,13,2,2018-05-29T13:56:00Z,0.5,26,PYCSP1,4,sh,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Rhyacophila,1,2,2018-05-29T13:56:00Z,0.5,2,RHYFUS1,0,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Rhyacophila,1,2,2018-05-29T13:56:00Z,0.5,2,RHYSP3,1,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,Rhyacophila,1,2,2018-05-29T13:56:00Z,0.5,2,RHYSP1,1,prd,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AMPLEY,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AULSP,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AULPLU,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,BOTVEJ,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,BRASOW,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LIMHOF,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LIMUDE,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,ENCSP1,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LUMSP2,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,OLISP,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LUMSP1,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,NAISP,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,NAISP,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRISP1,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRIJEN,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRISP1,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRIOSB,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRISP1,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,SPINIK,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,STYLAC,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,STYHER,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AMPAME,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AMPLEY,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AULPLU,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,AULSP,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,BOTVEJ,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,BRASOW,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,ECLLAC,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,ENCSP1,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,ISOSP11,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LIMHOF,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LIMUDE,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LUMSP1,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LUMSP2,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,LUMVAR,5,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,NAISP,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,NAISP,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,NAISP,10,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,OLISP,7,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,OPHSER,6,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,POTVEJ,8,cg,21.55,16.32,18.114791666666665
MILL,2018-05-29,2018,Summer,Summer 2018,Downstream,Riffle,01DRSU18.DFR,segmented_worms,1,2,2018-05-29T13:56:00Z,0.5,2,PRIJEN,8,cg,21.55,16.32,18.114791666666665
