siteID,date,year,startTime.UTC,season,sampleTime,location,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,num_wQ,lat,long,alt,pH,wTemp,DO,turb,light,flow
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Leucrocuta,LEUSP7,7,0.5,14,1,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Maccaffertium,MACSP11,78,0.5,156,2,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,midges,PROSP23,1,0.5,2,9,prd,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Neophylax,NEOSP13,72,0.5,144,3,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Optioservus,OPTSP,12,0.5,24,4,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Oulimnius,OULSP,4,0.5,8,4,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Plauditus,PLASP17,24,0.5,48,4,cg,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Pycnopsyche,PYCSP1,2,0.5,4,4,sh,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Rhyacophila,RHYSP3,2,0.5,4,1,prd,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,segmented_worms,SPINIK,2,0.5,4,6,cg,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,segmented_worms,STYHER,2,0.5,4,5,cg,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,14:19:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DFR,Stenelmis,STESP6,36,0.5,72,5,scr,2,42.3151,-72.64113499999999,62,7.48,17,10.23,6.75,56,0.1565
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Acentrella,ACETUR,1,0.5,2,4,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Acroneuria,ACRSP4,4,0.5,8,0,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Apatania,APASP2,4,0.5,8,3,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Cheumatopsyche,CHESP5,20,0.5,40,5,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Chimarra,CHISP7,2,0.5,4,4,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Dannella,DANSP1,4,0.5,8,2,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Drunella,DRUSP,28,0.5,56,0,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Ephemerella,EPHDOR,6,0.5,12,1,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Ephemerella,EPHSP4,10,0.5,20,1,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Ferrissia,FERSP,1,0.5,2,6,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Girardia,GIRSP,1,0.5,2,6,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Glossosoma,GLOSP3,4,0.5,8,0,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Hydropsyche,CERBRO,6,0.5,12,6,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Hydropsyche,CERMOR,12,0.5,24,6,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Hydropsyche,CERSPA1,2,0.5,4,6,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Isonychia,ISOSP6,3,0.5,6,2,cf,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Lebertia,LEBSP1,2,0.5,4,8,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Leucrocuta,LEUSP7,13,0.5,26,1,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Maccaffertium,MACSP11,19,0.5,38,2,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Neophylax,NEOSP13,152,0.5,304,3,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Optioservus,OPTSP,18,0.5,36,4,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Paragnetina,PARIMM,1,0.5,2,1,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Perlesta,PERSP6,8,0.5,16,4,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Plauditus,PLASP17,12,0.5,24,4,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Pycnopsyche,PYCSP1,6,0.5,12,4,sh,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Rhyacophila,RHYSP3,4,0.5,8,1,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,segmented_worms,STYHER,2,0.5,4,5,cg,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Sperchon,SPESP4,1,0.5,2,8,prd,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,16:08:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DM,Stenelmis,STESP6,60,0.5,120,5,scr,2,42.315075,-72.641115,63,7.47,16.9,10.295,9.9,62,0.2935
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Acentrella,ACETUR,1,0.5,2,4,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Antocha,ANTSP9,6,0.5,12,3,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Cheumatopsyche,CHESP5,68,0.5,136,5,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Chimarra,CHISP7,26,0.5,52,4,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Drunella,DRUSP,16,0.5,32,0,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Epeorus,EPESP,4,0.5,8,0,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Epeorus,EPEVIT,3,0.5,6,0,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Ephemerella,EPHDOR,30,0.5,60,1,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Ephemerella,EPHSP4,8,0.5,16,1,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Girardia,GIRSP,4,0.5,8,6,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Glossosoma,GLOSP3,2,0.5,4,0,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Glossosomatidae,GLOSP1,8,0.5,16,1,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,CERBRO,4,0.5,8,6,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,CERMOR,20,0.5,40,6,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,CERSP11,2,0.5,4,6,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,CERSPA1,38,0.5,76,6,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,HYDBET,4,0.5,8,7,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Hydropsyche,HYDSP23,3,0.5,6,6,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Isonychia,ISOSP6,6,0.5,12,2,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Lebertia,LEBSP1,2,0.5,4,8,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Leucrocuta,LEUSP7,8,0.5,16,1,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Leuctra,LEUSP8,4,0.5,8,0,sh,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Maccaffertium,MACSP11,15,0.5,30,2,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,midges,ABLSP,1,0.5,2,8,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,midges,NATSP2,2,0.5,4,8,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,midges,ORTSP3,3,0.5,6,6,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Neophylax,NEOSP13,48,0.5,96,3,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Optioservus,OPTSP,12,0.5,24,4,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Perlesta,PERSP6,24,0.5,48,4,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Philopotamidae,PHISP,6,0.5,12,4,cf,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Plauditus,PLASP17,24,0.5,48,4,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Polycentropodidae,POLSP5,4,0.5,8,6,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Rhyacophila,RHYSP3,7,0.5,14,1,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,segmented_worms,LUMVAR,2,0.5,4,5,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,segmented_worms,STYHER,4,0.5,8,5,cg,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Sperchon,SPESP4,2,0.5,4,8,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Stenelmis,STESP6,18,0.5,36,5,scr,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Taeniopteryx,TAESP3,2,0.5,4,2,sh,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Testudacarus,TESSP1,1,0.5,2,5,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:05:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSH,Torrenticola,TORSP6,3,0.5,6,5,prd,2,42.315070000000006,-72.640965,71,7.475,17.1,10.274999999999999,10.25,37.5,0.587
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Antocha,ANTSP9,22,0.5,44,3,cg,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Apatania,APASP2,6,0.5,12,3,scr,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Baetis,BAESP2,8,0.5,16,4,cg,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Cheumatopsyche,CHESP5,32,0.5,64,5,cf,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Chimarra,CHISP7,16,0.5,32,4,cf,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Drunella,DRUSP,12,0.5,24,0,scr,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Epeorus,EPESP,3,0.5,6,0,scr,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Epeorus,EPEVIT,1,0.5,2,0,scr,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Ephemerella,EPHDOR,15,0.5,30,1,cg,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
MILL,2019-05-28,2019,15:36:00,Summer,Summer 2019,Downstream,Riffle,D-net,01DRSU19.DSP,Girardia,GIRSP,3,0.5,6,6,prd,2,42.33036,-72.64107,37,7.49,16.9,10.315000000000001,7.6499999999999995,106,0.3195
