siteID,date,year,startTime.UTC,season,sampleTime,location,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Claassenia,CLASP4,1,0.5,2,3,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Clinocera,CLISP2,2,0.5,4,6,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Culicidae,CULSP,2,0.5,4,8,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Dannella,DANSP1,4,0.5,8,2,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Drunella,DRUSP,4,0.5,8,0,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Ephemerella,EPHDOR,8,0.5,16,1,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Eurylophella,EURSP4,3,0.5,6,2,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Faxonius,FAXVIR,2,0.5,4,6,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Ferrissia,FERSP,5,0.5,10,6,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,CERBRO,6,0.5,12,6,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,CERMOR,24,0.5,48,6,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,CERSP11,2,0.5,4,6,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,CERSPA1,22,0.5,44,6,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,HYDBET,8,0.5,16,7,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Hydropsyche,HYDSP23,3,0.5,6,6,cf
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Leucrocuta,LEUSP7,7,0.5,14,1,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Maccaffertium,MACSP11,17,0.5,34,2,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,midges,ABLSP,1,0.5,2,8,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,midges,BRISP,1,0.5,2,6,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,midges,EUKSP,1,0.5,2,5,cg
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,midges,POLSP13,1,0.5,2,6,sh
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,midges,RHESP,4,0.5,8,4,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Neophylax,NEOSP13,136,0.5,272,3,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Polycentropodidae,POLSP5,2,0.5,4,6,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Prostoma,PROSP37,1,0.5,2,8,prd
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Psephenus,PSESP12,4,0.5,8,4,scr
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Pycnopsyche,PYCSP1,2,0.5,4,4,sh
MILL,2018-05-29,2018,14:21:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DM,Stenelmis,STESP6,6,0.5,12,5,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Bivalvia,BIVSP,4,0.5,8,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Chimarra,CHISP7,16,0.5,32,4,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Corydalus,CORSP20,2,0.5,4,4,prd
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Culicidae,CULSP,2,0.5,4,8,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Drunella,DRUSP,4,0.5,8,0,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Ephemerella,EPHDOR,51,0.5,102,1,cg
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Ferrissia,FERSP,3,0.5,6,6,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,CERBRO,10,0.5,20,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,CERMOR,34,0.5,68,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,CERSP11,2,0.5,4,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,CERSPA1,50,0.5,100,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,HYDBET,40,0.5,80,7,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Hydropsyche,HYDSP23,3,0.5,6,6,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Lebertia,LEBSP1,1,0.5,2,8,prd
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Maccaffertium,MACSP11,3,0.5,6,2,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Neophylax,NEOSP13,20,0.5,40,3,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Optioservus,OPTSP,36,0.5,72,4,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Philopotamidae,PHISP,2,0.5,4,4,cf
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Psephenus,PSESP12,6,0.5,12,4,scr
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Rhyacophila,RHYSP3,11,0.5,22,1,prd
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,segmented_worms,STYHER,4,0.5,8,5,cg
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Sperchonopsis,SPESP5,1,0.5,2,8,prd
MILL,2018-05-29,2018,14:42:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSH,Stenelmis,STESP6,66,0.5,132,5,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Acentrella,ACETUR,3,0.5,6,4,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Antocha,ANTSP9,10,0.5,20,3,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Baetis,BAESP2,1,0.5,2,4,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Cheumatopsyche,CHESP5,4,0.5,8,5,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Chimarra,CHISP7,34,0.5,68,4,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Drunella,DRUSP,4,0.5,8,0,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Ephemerella,EPHDOR,45,0.5,90,1,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Ephydridae,EPHSP3,6,0.5,12,6,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Ferrissia,FERSP,1,0.5,2,6,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Girardia,GIRSP,3,0.5,6,6,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Hydropsyche,CERMOR,12,0.5,24,6,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Hydropsyche,CERSP11,4,0.5,8,6,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Hydropsyche,CERSPA1,44,0.5,88,6,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Hydropsyche,HYDBET,48,0.5,96,7,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Hydropsyche,HYDSP23,6,0.5,12,6,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Isonychia,ISOSP6,6,0.5,12,2,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Lebertia,LEBSP1,9,0.5,18,8,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Leucrocuta,LEUSP7,2,0.5,4,1,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,midges,XENSP,10,0.5,20,4,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Optioservus,OPTSP,6,0.5,12,4,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Philopotamidae,PHISP,2,0.5,4,4,cf
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Plauditus,PLASP17,3,0.5,6,4,cg
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Psephenus,PSESP12,2,0.5,4,4,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Rhyacophila,RHYSP3,4,0.5,8,1,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Sperchon,SPESP4,5,0.5,10,8,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Sperchonopsis,SPESP5,5,0.5,10,8,prd
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Stenelmis,STESP6,72,0.5,144,5,scr
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Tipula,TIPSP3,4,0.5,8,6,sh
MILL,2018-05-29,2018,15:09:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSP,Torrenticola,TORSP6,1,0.5,2,5,prd
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Caecidotea,CAESP4,1,0.5,2,8,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Faxonius,FAXVIR,1,0.5,2,6,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Gammarus,GAMSP3,10,0.5,20,6,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Leucrocuta,LEUSP7,2,0.5,4,1,scr
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Maccaffertium,MACSP11,1,0.5,2,2,scr
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,midges,CHISP2,2,0.5,4,6,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Psephenus,PSESP12,4,0.5,8,4,scr
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,segmented_worms,AMPLEY,2,0.5,4,6,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,segmented_worms,OLISP,2,0.5,4,10,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Siphlonurus,SIPSP5,4,0.5,8,4,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Stenacron,STEINT,13,0.5,26,7,cg
MILL,2018-05-29,2018,13:30:00,Summer,Summer 2018,Downstream,Riffle,D-net,01DRSU18.DSR,Stenonema,STEFEM,1,0.5,2,7,scr
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Eurylophella,EURSP4,9,0.5,18,2,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Faxonius,FAXVIR,4,0.5,8,6,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Leucrocuta,LEUSP7,1,0.5,2,1,scr
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Maccaffertium,MACSP11,8,0.5,16,2,scr
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,midges,CHISP2,2,0.5,4,6,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,midges,MICSP5,4,0.5,8,5,cf
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,midges,STISP2,3,0.5,6,9,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,midges,THISP2,3,0.5,6,5,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Neophylax,NEOSP13,24,0.5,48,3,scr
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Procloeon,PROSP28,4,0.5,8,4,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Psephenus,PSESP12,4,0.5,8,4,scr
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Pycnopsyche,PYCSP1,18,0.5,36,4,sh
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,AMPLEY,2,0.5,4,6,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,LIMUDE,4,0.5,8,10,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,LUMSP1,4,0.5,8,6,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,OLISP,4,0.5,8,10,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,STYHER,2,0.5,4,5,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,segmented_worms,STYLAC,2,0.5,4,6,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Stenacron,STEINT,1,0.5,2,7,cg
MILL,2018-05-31,2018,14:57:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UFR,Stenonema,STEFEM,1,0.5,2,7,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Acentrella,ACETUR,6,0.5,12,4,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Agapetus,AGASP4,20,0.5,40,0,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Alloperla,ALLSP2,4,0.5,8,0,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Antocha,ANTSP9,10,0.5,20,3,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Apatania,APASP2,10,0.5,20,3,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Baetis,BAESP2,12,0.5,24,4,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Ephemerella,EPHDOR,2,0.5,4,1,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Faxonius,FAXVIR,1,0.5,2,6,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Glossosomatidae,GLOSP1,16,0.5,32,1,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Hydropsyche,CERMOR,8,0.5,16,6,cf
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Hydropsyche,CERSP11,2,0.5,4,6,cf
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Hydropsyche,CERSPA1,8,0.5,16,6,cf
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Hydropsyche,HYDSP23,3,0.5,6,6,cf
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Iswaeon,ISWANO,1,0.5,2,2,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Lebertia,LEBSP1,4,0.5,8,8,prd
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Leucrocuta,LEUSP7,8,0.5,16,1,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,midges,EUKSP,2,0.5,4,5,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,midges,TOKSP,1,0.5,2,5,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Neophylax,NEOSP13,96,0.5,192,3,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Ophiogomphus,OPHMAI,1,0.5,2,3,prd
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Optioservus,OPTSP,6,0.5,12,4,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Philopotamidae,PHISP,2,0.5,4,4,cf
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Psephenus,PSESP12,6,0.5,12,4,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Rhyacophila,RHYSP3,3,0.5,6,1,prd
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,segmented_worms,LUMSP2,2,0.5,4,5,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,segmented_worms,OLISP,2,0.5,4,8,cg
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Sperchon,SPESP4,2,0.5,4,8,prd
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Sperchonopsis,SPESP5,2,0.5,4,8,prd
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Stenelmis,STESP6,18,0.5,36,5,scr
MILL,2018-05-31,2018,14:38:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.UM,Torrenticola,TORSP6,4,0.5,8,5,prd
MILL,2018-05-31,2018,15:20:00,Summer,Summer 2018,Upstream,Riffle,D-net,01URSU18.USH,Agapetus,AGASP4,10,0.5,20,0,scr
