siteID,date,year,startTime.UTC,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG,wTemp.5min.mean,wTemp.5min.min,wTemp.5min.max,pH,DO,turb
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,midges,STISP2,2,0.093,21.50537634408602,9,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Nematoda,NEMSP,21,0.093,225.80645161290323,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,2,0.006,333.3333333333333,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,2,0.006,333.3333333333333,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,4,0.006,666.6666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,NA,LIMSP7,3,0.093,32.25806451612903,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,NA,ENOSP1,1,0.093,10.75268817204301,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,3,0.006,500,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,NA,PROBOR,1,0.093,10.75268817204301,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Nematoda,NEMSP,1,0.093,10.75268817204301,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,APESP,1,0.006,166.66666666666666,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Callibaetis,CALSP14,4,0.093,43.01075268817204,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Nais,NAISP1,43,0.093,462.36559139784947,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,1,0.006,166.66666666666666,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,1,0.006,166.66666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Prostoma,PROSP37,1,0.093,10.75268817204301,8,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Nais,NAISP1,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,midges,RHESP2,1,0.093,10.75268817204301,6,cf,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,ENDSP2,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,DICSP7,7,0.093,75.26881720430107,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,NA,PROBOR,1,0.093,10.75268817204301,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Physa,PHYSP7,3,0.093,32.25806451612903,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Stilobezzia,STISP4,1,0.093,10.75268817204301,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Stilobezzia,STISP4,5,0.093,53.763440860215056,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Veliidae,VELSP,1,0.006,166.66666666666666,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,midges,LABSP,2,0.093,21.50537634408602,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,midges,CHISP8,1,0.006,166.66666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Nematoda,NEMSP,1,0.093,10.75268817204301,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,midges,DICSP7,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Stilobezzia,STISP4,2,0.093,21.50537634408602,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Nematoda,NEMSP,1,0.006,166.66666666666666,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Caenis,CAESP5,3,0.093,32.25806451612903,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,Nematoda,NEMSP,10,0.006,1666.6666666666667,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,segmented_worms,NAISP,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,segmented_worms,NAISP,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Prostoma,PROSP37,1,0.093,10.75268817204301,8,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,5,0.006,833.3333333333334,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,5,0.006,833.3333333333334,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Prostoma,PROSP37,2,0.093,21.50537634408602,8,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,CHISP6,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,PSESP18,10,0.093,107.52688172043011,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Dasyhelea,DASSP2,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,midges,THIGRO,2,0.093,21.50537634408602,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Tricorythodes,TRISP13,6,0.093,64.51612903225806,4,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,NA,HYDSP37,1,0.093,10.75268817204301,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,midges,STISP2,2,0.006,333.3333333333333,9,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,13,0.093,139.78494623655914,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,13,0.093,139.78494623655914,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,PRIAEQ,1,0.006,166.66666666666666,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Nematoda,NEMSP,34,0.093,365.5913978494624,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Nematoda,NEMSP,2,0.093,21.50537634408602,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Physa,PHYSP7,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Callibaetis,CALSP14,5,0.093,53.763440860215056,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,Nais,NAISP1,1,0.006,166.66666666666666,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP6,2,0.006,333.3333333333333,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,DICSP7,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,APESP,4,0.093,43.01075268817204,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Callibaetis,CALSP14,3,0.093,32.25806451612903,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,DERDIG,5,0.093,53.763440860215056,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Acari,ACASP1,1,0.093,10.75268817204301,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,midges,PENSP7,1,0.093,10.75268817204301,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,15,0.093,161.29032258064515,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,15,0.093,161.29032258064515,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Hydra,HYDSP21,1,0.093,10.75268817204301,5,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,segmented_worms,DERDIG,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Nais,NAISP1,2,0.093,21.50537634408602,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,3,0.093,32.25806451612903,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,3,0.093,32.25806451612903,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,DERDIG,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Callibaetis,CALSP14,2,0.093,21.50537634408602,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Stilobezzia,STISP4,10,0.093,107.52688172043011,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,segmented_worms,TUBTUB,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Helicopsyche,HELSP7,1,0.006,166.66666666666666,3,scr,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,9,0.006,1500,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Nais,NAISP1,4,0.093,43.01075268817204,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Ephydridae,EPHSP3,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,segmented_worms,NAISP,1,0.006,166.66666666666666,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,segmented_worms,NAISP,1,0.006,166.66666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,ALOSP,2,0.006,333.3333333333333,9,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Helicopsyche,HELSP7,1,0.093,10.75268817204301,3,scr,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,segmented_worms,PRIAEQ,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,CHISP8,2,0.093,21.50537634408602,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,APESP,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,4,0.006,666.6666666666666,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,4,0.006,666.6666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Collembola,COLSP1,6,0.006,1000,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,midges,PENSP7,2,0.093,21.50537634408602,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Nematoda,NEMSP,2,0.093,21.50537634408602,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,DERDIG,4,0.093,43.01075268817204,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Turbellaria,TURSP,6,0.006,1000,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Callibaetis,CALSP14,1,0.093,10.75268817204301,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Corixidae,CORSP4,1,0.093,10.75268817204301,5,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,6,0.006,1000,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,segmented_worms,NAISP,2,0.006,333.3333333333333,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,segmented_worms,NAISP,2,0.006,333.3333333333333,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,segmented_worms,STYLAC,1,0.093,10.75268817204301,6,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,6,0.093,64.51612903225806,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,6,0.093,64.51612903225806,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Physa,PHYSP7,3,0.093,32.25806451612903,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,Stilobezzia,STISP4,1,0.006,166.66666666666666,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Leptohyphidae,LEPSP5,2,0.093,21.50537634408602,4,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,segmented_worms,NAISP,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,segmented_worms,NAISP,1,0.093,10.75268817204301,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Corixidae,CORSP4,5,0.093,53.763440860215056,5,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Bezzia,BEZSP1,4,0.093,43.01075268817204,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,NA,GRASP3,10,0.093,107.52688172043011,NA,NA,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,DERDIG,3,0.093,32.25806451612903,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,midges,PARSP26,1,0.093,10.75268817204301,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,segmented_worms,DERDIG,2,0.093,21.50537634408602,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,ZAVSP,2,0.093,21.50537634408602,8,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.1,Nais,NAISP1,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,PSESP18,9,0.093,96.7741935483871,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.7,Hydra,HYDSP21,1,0.093,10.75268817204301,5,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,8,0.006,1333.3333333333333,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,4,0.093,43.01075268817204,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,4,0.093,43.01075268817204,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,PSESP18,4,0.093,43.01075268817204,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Lebertia,LEBSP1,1,0.093,10.75268817204301,8,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,Callibaetis,CALSP14,1,0.093,10.75268817204301,7,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,segmented_worms,PRISP1,2,0.093,21.50537634408602,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,Nematoda,NEMSP,1,0.006,166.66666666666666,5,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.6,segmented_worms,DERDIG,1,0.006,166.66666666666666,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.8,midges,DICSP7,2,0.093,21.50537634408602,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,midges,STISP2,1,0.093,10.75268817204301,9,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,3,0.006,500,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,segmented_worms,NAISP,3,0.006,500,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.3,Stilobezzia,STISP4,3,0.093,32.25806451612903,6,prd,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,2,0.093,21.50537634408602,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,2,0.093,21.50537634408602,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,7,0.093,75.26881720430107,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,segmented_worms,NAISP,7,0.093,75.26881720430107,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,run,surber,SYCA.20170703.SURBER.5,Physa,PHYSP7,1,0.093,10.75268817204301,8,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.2,midges,CHISP8,2,0.006,333.3333333333333,10,cg,NA,NA,NA,NA,NA,NA
SYCA,2017-07-03,2017,17:30:00,pool,core,SYCA.20170703.CORE.4,Bezzia,BEZSP1,1,0.006,166.66666666666666,6,prd,NA,NA,NA,NA,NA,NA
