siteID,date,year,startTime.UTC,season,sampleTime,habitatType,samplerType,sampleID,organism_aggr,acceptedTaxonID,number,benthicArea,invDens,tolerance,FFG
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACSP11,33,0.5,66,2,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACVIC,33,0.5,66,2,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACMED,33,0.5,66,3,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACPUD,33,0.5,66,3,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACTER,33,0.5,66,4,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,Maccaffertium,MACEXI,33,0.5,66,5,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,APESP,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CHISP8,3,0.5,6,10,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CLASP5,3,0.5,6,9,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRYSP2,3,0.5,6,8,prd
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRYSP3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CYPSP5,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DEMSP1,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DICSP7,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DICFUM,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DICMOD,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DICNEO,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EINSP,3,0.5,6,9,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ENDSP,3,0.5,6,10,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,GLYSP3,3,0.5,6,10,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,GOESP2,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,KLOSP,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,LAUAGR,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MICRYD,3,0.5,6,4,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MICSP5,3,0.5,6,5,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MICPED,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CHISP6,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,NILSP1,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PAGSP5,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP30,3,0.5,6,10,prd
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP31,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP24,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP32,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARNIG,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP33,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PHASP9,3,0.5,6,7,scr
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLAVI,3,0.5,6,4,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLSP13,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLBEC,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLCON1,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLEPL,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLFLA1,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLLAE,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLFAL,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLHAL,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLSCA,3,0.5,6,6,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLTRI2,3,0.5,6,7,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POLILL,3,0.5,6,7,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ROBSP,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ROBDEM,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SAESP,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SAETYL,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SERSP6,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,STEPER,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,STESP8,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,STISP2,3,0.5,6,9,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,TRISP18,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,TRIJUC,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,XENSP,3,0.5,6,4,prd
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,XESSP,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PSESP18,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CLASP6,3,0.5,6,5,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CONSP6,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MICSP6,3,0.5,6,7,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MICSP40,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,TANSP8,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,TANSPP8,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,NEOSP40,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARSP34,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,RHEPEL1,3,0.5,6,4,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,RHEPEL,3,0.5,6,4,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,RHESP2,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,RHEEXI,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,STESP9,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,STESP10,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SUBSP,3,0.5,6,4,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SUBCOF,3,0.5,6,4,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,TANSP11,3,0.5,6,6,cf
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ZAVMAR,3,0.5,6,6,NA
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,BORSP4,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DIASP8,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PAGSP4,3,0.5,6,1,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POTSP2,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POTGAE,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,POTLON,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PSESP15,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PSESP29,3,0.5,6,1,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,SYMSP2,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DIASP6,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PROSP34,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ALLSP14,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CHISP2,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CHISP2,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,NEOREI,3,0.5,6,2,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,PARLON3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ENDSP2,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ANTSP12,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,BRISP,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CARSP9,3,0.5,6,5,prd
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CARALB,3,0.5,6,5,prd
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CHASP12,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CORSP19,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRISP2,3,0.5,6,7,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRIBIC1,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRINOS2,3,0.5,6,7,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRIBIC,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRITRI,3,0.5,6,7,sh
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,CRISP6,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DIPSP9,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,DIPCUL,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EPOSP,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKDIS,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKTIR,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKBRE,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKBRE1,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKCOE,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKDEV,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKGRA,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKSP,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKCLA,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EUKPSE,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,EURSP5,3,0.5,6,6,NA
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,GEOSP3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,GYMSP2,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HELSP10,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HETSP13,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HETSP9,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HETMAR,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HETSUB,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HYDSP26,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,HYDSP52,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,KRESP1,3,0.5,6,1,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,LIMSP23,3,0.5,6,8,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,LOPSP,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MESSP5,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,MESSP6,3,0.5,6,4,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,METSP4,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTSPP1,3,0.5,6,5,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTSP1,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,NANSP1,3,0.5,6,7,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ONCSEM,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,OROSP3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTSP3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTANN,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTLIG,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTRIV3,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTRIV1,3,0.5,6,6,cg
MILL,2018-05-29,2018,13:56:00,Summer,Summer 2018,Riffle,D-net,01DRSU18.DFR,midges,ORTEUO,3,0.5,6,6,cg
